id_utilisateur,age,sexe,langue,anciennete_mois,nb_interventions_totales,taux_annulation,type_abonnement,depense_totale_estimee,score_satisfaction,target_service,est_abonne
18769,62,F,fr,5,2,0.07,Standard,284.59,5.0,Club Voyage,1
18770,69,F,fr,10,7,0.26,Basic,107.02,4.3,Sport Senior,1
18771,68,F,fr,21,3,0.14,Basic,78.6,5.0,Yoga,1
18772,67,H,fr,47,2,0.22,Standard,310.66,4.1,Club Voyage,1
18773,65,F,it,39,2,0.19,Basic,64.88,4.3,Yoga,1
18774,65,F,fr,18,1,0.1,Standard,173.6,4.2,Club Voyage,1
18775,62,H,fr,16,4,0.21,Standard,215.1,3.8,Informatique,1
18776,70,F,fr,95,4,0.13,Basic,64.69,5.0,Sport Senior,1
18777,64,F,fr,43,2,0.12,Standard,342.35,4.6,Club Voyage,1
18778,72,H,fr,5,4,0.18,Standard,189.27,4.6,Informatique,1
18779,66,H,fr,6,2,0.48,Premium,418.25,3.5,Club Voyage,1
18780,62,F,fr,31,1,0.11,Standard,163.02,5.0,Club Voyage,1
18781,66,H,fr,2,9,0.01,Standard,179.17,5.0,Sport Senior,1
18782,65,F,fr,3,1,0.23,Basic,146.89,4.3,Club Voyage,1
18783,73,F,fr,22,8,0.38,Premium,441.82,3.4,Informatique,1
18784,66,H,en,26,7,0.23,Basic,133.87,4.5,Sport Senior,1
18785,66,H,fr,14,6,0.09,Basic,106.5,5.0,Sport Senior,1
18786,75,F,en,17,2,0.26,Basic,120.29,3.8,Informatique,1
18787,70,F,en,3,3,0.2,Basic,85.07,4.7,Sport Senior,1
18788,76,F,es,1,5,0.05,Standard,166.79,4.2,Yoga,1
18789,74,H,fr,13,2,0.06,Basic,103.14,5.0,Jardinage,1
18790,63,F,fr,7,5,0.11,Standard,163.33,4.4,Sport Senior,1
18791,72,F,fr,3,8,0.21,Standard,274.71,5.0,Aide à domicile,1
18792,75,H,fr,7,1,0.15,Basic,79.35,4.9,Jardinage,1
18793,75,F,it,5,4,0.13,Basic,110.22,4.9,Yoga,1
18794,72,F,fr,51,5,0.16,Standard,250.62,4.4,Jardinage,1
18795,72,F,fr,14,3,0.02,Basic,84.38,4.6,Aide à domicile,1
18796,66,F,fr,3,1,0.11,Basic,53.57,5.0,Informatique,1
18797,63,F,es,8,5,0.19,Basic,130.94,4.7,Yoga,1
18798,66,F,fr,14,4,0.34,Standard,154.58,4.5,Jardinage,1
18799,60,H,fr,21,4,0.03,Basic,101.87,4.4,Sport Senior,1
18800,74,H,es,16,2,0.07,Basic,70.83,5.0,Jardinage,1
18801,66,H,fr,4,1,0.19,Basic,140.91,4.7,Club Voyage,1
18802,74,F,fr,17,3,0.1,Basic,96.08,4.5,Aide à domicile,1
18803,61,F,fr,11,5,0.18,Premium,873.67,4.1,Club Voyage,1
18804,73,F,fr,15,7,0.44,Basic,110.5,4.0,Yoga,1
18805,65,F,de,2,5,0.24,Standard,297.65,3.6,Informatique,1
18806,61,H,fr,7,7,0.12,Premium,497.78,3.2,Informatique,1
18807,76,F,fr,8,5,0.36,Basic,127.95,2.7,Yoga,1
18808,73,F,fr,4,2,0.22,Basic,91.07,3.7,Aide à domicile,1
18809,69,H,fr,2,4,0.03,Premium,704.49,4.3,Club Voyage,1
18810,68,F,en,1,8,0.34,Standard,344.23,4.3,Informatique,1
18811,70,F,fr,5,6,0.04,Premium,408.91,5.0,Informatique,1
18812,68,F,fr,13,2,0.05,Standard,358.77,5.0,Club Voyage,1
18813,64,H,en,2,4,0.26,Basic,114.08,4.8,Sport Senior,1
18814,65,H,de,6,5,0.11,Standard,253.6,3.9,Informatique,1
18815,77,F,fr,9,5,0.32,Standard,207.14,3.2,Informatique,1
18816,81,H,es,3,4,0.27,Standard,164.71,4.5,Soins Infirmiers,1
18817,75,H,fr,60,3,0.18,Basic,110.26,3.4,Aide à domicile,1
18818,70,H,fr,24,6,0.48,Basic,87.41,3.6,Sport Senior,1
18819,66,H,es,9,3,0.1,Basic,100.3,5.0,Sport Senior,1
18820,64,F,fr,24,2,0.23,Basic,77.27,5.0,Yoga,1
18821,64,F,fr,15,5,0.11,Standard,152.19,5.0,Yoga,1
18822,65,H,fr,5,7,0.2,Basic,144.88,4.8,Sport Senior,1
18823,78,F,fr,12,7,0.27,Standard,185.48,3.5,Yoga,1
18824,77,H,fr,3,2,0.19,Basic,82.76,4.6,Jardinage,1
18825,71,F,fr,11,4,0.14,Basic,98.99,4.7,Yoga,1
18826,63,F,en,2,8,0.23,Standard,341.3,4.3,Informatique,1
18827,72,H,fr,7,3,0.13,Basic,126.68,3.9,Jardinage,1
18828,66,F,es,12,4,0.1,Basic,113.98,4.7,Yoga,1
18829,60,F,en,6,3,0.24,Basic,81.5,4.7,Sport Senior,1
18830,69,F,fr,2,4,0.17,Basic,93.6,4.1,Sport Senior,1
18831,63,F,fr,2,1,0.4,Basic,52.14,4.1,Sport Senior,1
18832,63,H,fr,5,7,0.13,Basic,86.71,4.0,Sport Senior,1
18833,66,F,es,45,5,0.21,Standard,296.0,3.7,Informatique,1
18834,65,F,es,29,3,0.18,Premium,721.27,5.0,Club Voyage,1
18835,67,H,it,28,1,0.07,Standard,237.73,5.0,Club Voyage,1
18836,67,H,fr,15,1,0.22,None,20.71,4.2,Sport Senior,0
18837,60,F,es,34,4,0.48,Standard,247.58,3.6,Informatique,1
18838,75,H,fr,4,4,0.07,Standard,228.88,4.8,Jardinage,1
18839,63,F,fr,20,1,0.11,None,48.3,4.5,Sport Senior,0
18840,63,H,fr,15,4,0.02,Standard,163.23,5.0,Informatique,1
18841,66,H,fr,103,4,0.38,Basic,79.11,3.9,Sport Senior,1
18842,67,F,fr,10,5,0.1,Basic,134.92,4.7,Sport Senior,1
18843,75,H,fr,5,3,0.13,Standard,172.97,4.9,Aide à domicile,1
18844,69,F,fr,1,2,0.15,Premium,453.57,5.0,Club Voyage,1
18845,70,H,fr,30,10,0.2,Premium,545.97,4.7,Informatique,1
18846,69,F,en,31,2,0.24,Standard,361.43,5.0,Club Voyage,1
18847,69,H,fr,21,4,0.19,Basic,87.35,4.5,Sport Senior,1
18848,69,H,fr,8,1,0.02,None,45.88,5.0,Sport Senior,0
18849,60,F,fr,4,4,0.09,Basic,83.08,5.0,Yoga,1
18850,66,F,fr,9,8,0.19,Standard,204.04,3.9,Yoga,1
18851,73,F,en,1,4,0.36,Basic,103.07,3.5,Yoga,1
18852,87,F,fr,3,8,0.09,Basic,147.09,5.0,Portage repas,1
18853,61,H,it,3,6,0.38,Standard,157.1,4.1,Sport Senior,1
18854,70,H,fr,2,1,0.13,None,24.17,4.2,Sport Senior,0
18855,65,H,fr,13,7,0.19,Basic,148.59,4.0,Sport Senior,1
18856,78,H,fr,4,2,0.21,Basic,105.17,4.1,Informatique,1
18857,61,F,fr,6,4,0.05,Basic,97.11,4.8,Yoga,1
18858,71,H,fr,9,2,0.23,Basic,90.83,3.9,Jardinage,1
18859,60,F,fr,8,1,0.27,Basic,71.63,3.9,Informatique,1
18860,66,F,fr,8,3,0.17,Standard,160.54,4.8,Informatique,1
18861,67,H,fr,37,2,0.31,None,26.0,4.0,Sport Senior,0
18862,73,F,en,9,9,0.08,Standard,272.25,5.0,Informatique,1
18863,62,F,fr,17,4,0.4,Basic,71.33,4.3,Sport Senior,1
18864,71,H,fr,32,4,0.19,Standard,197.49,4.3,Informatique,1
18865,68,H,es,6,7,0.08,Basic,128.82,3.8,Sport Senior,1
18866,69,F,fr,7,7,0.32,Standard,192.6,4.3,Yoga,1
18867,72,F,fr,53,5,0.43,Basic,135.5,3.0,Aide à domicile,1
18868,61,H,es,13,1,0.37,Standard,235.66,3.3,Club Voyage,1
18869,72,F,fr,9,2,0.41,Basic,63.62,3.6,Sport Senior,1
18870,65,H,de,15,7,0.26,Basic,102.29,3.8,Sport Senior,1
18871,73,F,en,31,4,0.16,Basic,102.85,4.6,Yoga,1
18872,69,H,de,10,2,0.27,Premium,433.54,4.2,Club Voyage,1
18873,66,F,fr,16,5,0.32,Standard,168.9,3.4,Yoga,1
18874,65,H,fr,33,1,0.21,Standard,151.7,4.6,Club Voyage,1
18875,72,H,en,42,5,0.2,Standard,154.41,4.3,Aide à domicile,1
18876,74,H,fr,3,1,0.04,None,34.92,5.0,Jardinage,0
18877,65,H,fr,5,4,0.04,Basic,83.01,4.0,Sport Senior,1
18878,62,F,fr,67,6,0.09,Standard,310.58,5.0,Informatique,1
18879,71,H,fr,23,3,0.13,Basic,87.55,4.8,Jardinage,1
18880,60,F,fr,30,3,0.12,Basic,69.78,4.8,Sport Senior,1
18881,61,F,fr,20,1,0.27,None,38.18,5.0,Sport Senior,0
18882,62,F,de,17,7,0.04,Standard,373.35,4.8,Informatique,1
18883,65,F,fr,4,2,0.13,Standard,181.64,3.6,Informatique,1
18884,61,F,es,12,2,0.02,Basic,79.33,4.6,Yoga,1
18885,60,H,fr,18,4,0.17,Basic,79.01,3.5,Sport Senior,1
18886,62,H,en,23,2,0.23,Basic,66.47,3.9,Sport Senior,1
18887,71,F,fr,3,6,0.25,Standard,326.32,4.3,Informatique,1
18888,61,H,it,16,4,0.25,Premium,737.36,4.6,Club Voyage,1
18889,66,F,fr,2,5,0.31,Basic,102.68,4.0,Sport Senior,1
18890,77,H,fr,27,2,0.07,Basic,76.4,3.6,Jardinage,1
18891,67,F,fr,4,2,0.05,Basic,54.99,5.0,Yoga,1
18892,69,F,fr,6,5,0.18,Basic,130.48,4.0,Sport Senior,1
18893,63,H,fr,1,4,0.11,Basic,93.24,4.5,Sport Senior,1
18894,78,F,fr,13,3,0.59,Basic,131.18,3.2,Aide à domicile,1
18895,65,F,fr,1,4,0.1,Basic,116.08,5.0,Yoga,1
18896,66,H,fr,3,5,0.28,Premium,1379.25,3.8,Club Voyage,1
18897,74,H,fr,1,9,0.13,Standard,271.22,4.4,Jardinage,1
18898,67,H,fr,16,3,0.23,Basic,75.44,3.3,Sport Senior,1
18899,68,F,de,27,1,0.01,Basic,112.25,4.7,Informatique,1
18900,66,F,fr,19,1,0.12,None,22.91,3.7,Sport Senior,0
18901,66,H,fr,13,5,0.21,Premium,929.04,5.0,Club Voyage,1
18902,69,F,fr,38,2,0.41,Premium,467.52,3.2,Club Voyage,1
18903,70,F,fr,20,7,0.12,Standard,318.37,5.0,Informatique,1
18904,64,F,fr,31,4,0.21,Basic,94.96,4.5,Yoga,1
18905,64,H,fr,2,1,0.08,Basic,87.68,5.0,Club Voyage,1
18906,64,H,fr,4,5,0.14,Basic,86.37,5.0,Sport Senior,1
18907,60,F,fr,5,3,0.29,Basic,58.2,4.1,Sport Senior,1
18908,60,F,en,34,3,0.12,Standard,175.6,4.7,Informatique,1
18909,69,F,es,11,3,0.3,Premium,769.61,4.2,Club Voyage,1
18910,72,F,fr,8,4,0.02,Basic,88.97,3.7,Aide à domicile,1
18911,72,F,fr,3,3,0.33,Basic,74.3,3.4,Yoga,1
18912,60,H,fr,9,1,0.17,Basic,57.58,4.9,Sport Senior,1
18913,66,F,fr,46,6,0.14,Basic,114.2,3.3,Sport Senior,1
18914,62,F,fr,4,2,0.45,Basic,101.43,4.7,Informatique,1
18915,68,F,fr,6,6,0.33,Standard,175.22,4.6,Yoga,1
18916,65,H,fr,6,3,0.36,Basic,135.0,5.0,Informatique,1
18917,70,F,it,1,3,0.1,Premium,799.86,4.8,Club Voyage,1
18918,67,F,fr,3,3,0.18,Basic,76.02,4.7,Yoga,1
18919,60,F,es,15,5,0.04,Basic,107.21,5.0,Yoga,1
18920,63,F,fr,4,6,0.04,Basic,140.55,4.6,Yoga,1
18921,68,H,fr,8,6,0.2,Basic,74.31,3.3,Sport Senior,1
18922,68,H,fr,24,3,0.21,Premium,637.16,4.6,Club Voyage,1
18923,60,F,fr,20,5,0.55,Basic,85.93,2.3,Sport Senior,1
18924,60,H,en,22,3,0.24,Basic,123.12,3.8,Informatique,1
18925,68,H,fr,19,5,0.18,Basic,91.7,4.2,Sport Senior,1
18926,60,H,en,7,5,0.23,Basic,88.46,3.7,Sport Senior,1
18927,60,H,fr,12,4,0.47,Standard,188.51,3.9,Informatique,1
18928,65,F,fr,3,2,0.18,Basic,66.63,4.9,Sport Senior,1
18929,65,H,en,23,2,0.02,Basic,64.6,4.8,Sport Senior,1
18930,63,H,fr,1,4,0.22,None,43.14,4.0,Sport Senior,0
18931,64,H,fr,36,3,0.11,None,42.41,5.0,Sport Senior,0
18932,68,H,fr,22,6,0.21,Standard,277.39,4.4,Informatique,1
18933,64,H,fr,3,3,0.23,Standard,159.92,4.0,Informatique,1
18934,68,F,fr,18,4,0.08,Basic,76.11,3.4,Sport Senior,1
18935,66,F,es,5,3,0.14,Basic,75.56,4.3,Yoga,1
18936,68,F,fr,15,4,0.36,Standard,200.8,4.5,Informatique,1
18937,72,F,fr,3,3,0.47,Basic,118.57,3.5,Aide à domicile,1
18938,72,H,en,24,2,0.29,Basic,129.33,5.0,Jardinage,1
18939,74,F,fr,14,5,0.23,Basic,131.19,4.7,Yoga,1
18940,72,F,fr,4,7,0.25,Standard,239.25,3.3,Jardinage,1
18941,69,F,fr,27,2,0.3,Standard,251.83,3.2,Club Voyage,1
18942,65,H,fr,11,2,0.26,Premium,536.47,4.5,Club Voyage,1
18943,66,F,it,17,2,0.13,Premium,479.96,5.0,Club Voyage,1
18944,63,F,fr,54,2,0.56,Basic,85.44,3.1,Sport Senior,1
18945,68,H,fr,8,3,0.2,Basic,67.65,4.8,Sport Senior,1
18946,71,H,fr,4,5,0.11,Standard,341.27,5.0,Informatique,1
18947,64,F,fr,22,1,0.12,None,45.57,5.0,Yoga,0
18948,67,H,fr,3,2,0.14,Standard,257.97,3.7,Club Voyage,1
18949,64,F,fr,4,5,0.12,Basic,105.36,3.9,Yoga,1
18950,69,H,fr,7,3,0.28,Basic,53.66,3.0,Sport Senior,1
18951,65,F,fr,26,7,0.02,Basic,125.33,4.6,Sport Senior,1
18952,64,F,fr,5,5,0.38,Basic,129.57,2.9,Sport Senior,1
18953,64,F,de,24,2,0.29,Basic,85.01,4.1,Yoga,1
18954,70,F,fr,14,2,0.36,Standard,236.44,3.6,Club Voyage,1
18955,67,H,fr,6,2,0.09,Standard,181.99,4.3,Club Voyage,1
18956,65,H,it,5,1,0.07,Standard,256.13,3.8,Club Voyage,1
18957,69,H,fr,5,2,0.11,Premium,533.54,5.0,Club Voyage,1
18958,65,H,fr,3,6,0.38,Basic,93.52,4.4,Sport Senior,1
18959,73,F,fr,7,2,0.07,Basic,60.64,4.4,Yoga,1
18960,63,H,de,17,5,0.19,Basic,86.35,4.8,Sport Senior,1
18961,67,H,it,5,1,0.16,Standard,218.12,4.3,Club Voyage,1
18962,60,H,de,3,4,0.09,Standard,255.29,5.0,Informatique,1
18963,66,H,fr,6,1,0.17,Standard,191.24,4.5,Club Voyage,1
18964,60,F,fr,7,8,0.11,Standard,161.94,5.0,Sport Senior,1
18965,71,F,fr,34,2,0.32,Basic,63.67,3.5,Aide à domicile,1
18966,71,H,en,12,6,0.28,Standard,170.41,4.3,Yoga,1
18967,71,F,fr,23,5,0.26,Standard,252.3,4.4,Informatique,1
18968,68,F,fr,6,3,0.23,Basic,85.58,4.7,Yoga,1
18969,63,H,fr,54,3,0.34,Basic,93.57,3.9,Sport Senior,1
18970,63,F,en,3,4,0.2,Basic,106.44,4.3,Sport Senior,1
18971,75,F,de,6,6,0.11,Standard,250.84,5.0,Aide à domicile,1
18972,75,F,fr,4,7,0.32,Standard,359.45,4.2,Jardinage,1
18973,68,H,fr,21,3,0.22,Premium,830.28,5.0,Club Voyage,1
18974,65,H,fr,6,2,0.15,Premium,547.12,4.5,Club Voyage,1
18975,74,F,fr,24,4,0.07,Standard,152.1,5.0,Aide à domicile,1
18976,64,F,fr,8,6,0.16,Standard,272.2,3.8,Informatique,1
18977,69,F,fr,6,7,0.13,Standard,192.2,4.5,Yoga,1
18978,74,H,fr,8,3,0.15,Basic,135.25,4.2,Jardinage,1
18979,63,F,it,13,1,0.22,Standard,275.09,3.6,Club Voyage,1
18980,72,H,en,2,7,0.16,Standard,341.81,4.3,Informatique,1
18981,70,H,fr,4,3,0.24,Premium,870.67,4.4,Club Voyage,1
18982,67,F,fr,3,12,0.47,Basic,128.08,4.6,Sport Senior,1
18983,63,H,fr,7,8,0.22,Premium,415.36,4.9,Soins Infirmiers,1
18984,64,F,es,3,3,0.36,Premium,649.3,3.6,Club Voyage,1
18985,69,H,fr,8,1,0.11,Standard,238.76,4.3,Club Voyage,1
18986,60,H,fr,10,5,0.37,Basic,80.44,4.5,Sport Senior,1
18987,68,F,de,7,2,0.09,Standard,266.55,4.5,Club Voyage,1
18988,70,H,fr,1,2,0.34,Premium,541.37,3.8,Club Voyage,1
18989,72,F,en,6,2,0.22,Basic,75.53,3.9,Aide à domicile,1
18990,61,F,fr,8,1,0.06,Standard,183.3,5.0,Club Voyage,1
18991,74,H,fr,4,5,0.08,Standard,215.66,5.0,Jardinage,1
18992,76,F,it,20,5,0.18,Standard,216.27,5.0,Jardinage,1
18993,70,F,fr,19,6,0.11,Basic,145.54,4.8,Yoga,1
18994,62,H,en,3,5,0.05,Standard,312.1,4.8,Informatique,1
18995,66,H,fr,7,2,0.31,Premium,548.82,5.0,Club Voyage,1
18996,67,H,fr,2,7,0.11,Basic,114.91,4.4,Sport Senior,1
18997,69,H,fr,20,7,0.6,Basic,96.28,4.0,Yoga,1
18998,68,F,en,10,9,0.18,Standard,362.84,4.9,Informatique,1
18999,69,H,fr,42,1,0.28,None,49.25,3.6,Aide à domicile,0
19000,67,H,fr,10,3,0.13,Basic,118.44,4.5,Informatique,1
19001,69,F,fr,10,3,0.06,Basic,106.2,5.0,Informatique,1
19002,65,F,fr,7,2,0.15,Standard,272.16,4.5,Club Voyage,1
19003,66,H,fr,19,3,0.18,Basic,85.7,4.3,Sport Senior,1
19004,65,H,fr,6,3,0.23,Basic,77.97,4.9,Sport Senior,1
19005,77,H,fr,1,4,0.24,Basic,133.53,3.8,Yoga,1
19006,75,F,fr,10,1,0.36,Basic,61.63,3.5,Jardinage,1
19007,70,F,en,6,8,0.37,Standard,216.21,3.4,Yoga,1
19008,74,H,en,1,4,0.1,Standard,196.09,5.0,Informatique,1
19009,71,H,fr,6,1,0.41,Basic,59.25,4.0,Jardinage,1
19010,68,H,fr,34,6,0.35,Basic,149.55,3.3,Sport Senior,1
19011,60,F,fr,19,9,0.28,Standard,247.49,3.5,Yoga,1
19012,66,F,fr,2,5,0.29,Standard,224.57,3.7,Jardinage,1
19013,66,F,es,8,5,0.29,Basic,96.24,4.8,Sport Senior,1
19014,62,F,fr,2,8,0.3,Basic,129.85,4.9,Yoga,1
19015,60,F,fr,3,3,0.05,Basic,60.8,4.1,Yoga,1
19016,70,H,fr,12,5,0.26,Basic,115.94,4.4,Sport Senior,1
19017,69,F,fr,1,5,0.08,Basic,124.52,3.5,Sport Senior,1
19018,62,H,fr,12,6,0.11,Standard,271.43,4.5,Informatique,1
19019,64,H,fr,3,1,0.14,Standard,257.4,3.8,Club Voyage,1
19020,73,F,fr,31,4,0.21,Basic,109.43,5.0,Yoga,1
19021,63,H,fr,1,12,0.2,Standard,223.83,5.0,Portage repas,1
19022,68,F,fr,1,9,0.07,Standard,238.99,4.8,Yoga,1
19023,67,F,fr,11,2,0.09,Basic,79.77,5.0,Yoga,1
19024,70,H,fr,2,5,0.32,Basic,81.07,3.0,Sport Senior,1
19025,63,F,en,6,8,0.29,Basic,108.28,5.0,Sport Senior,1
19026,68,H,fr,10,2,0.43,Basic,54.07,3.3,Sport Senior,1
19027,68,F,fr,11,4,0.16,Standard,185.57,4.5,Informatique,1
19028,69,H,en,10,3,0.11,Basic,78.1,3.9,Sport Senior,1
19029,68,H,fr,6,6,0.11,Standard,283.33,3.9,Informatique,1
19030,69,H,fr,18,4,0.22,Basic,127.77,4.4,Informatique,1
19031,78,F,fr,9,5,0.2,Basic,122.47,3.9,Aide à domicile,1
19032,80,F,it,24,6,0.18,Standard,181.65,4.8,Aide à domicile,1
19033,64,F,en,2,2,0.14,Premium,499.03,5.0,Club Voyage,1
19034,60,H,fr,4,6,0.35,Basic,122.57,4.3,Sport Senior,1
19035,70,F,fr,1,3,0.3,Premium,787.15,3.4,Club Voyage,1
19036,68,F,fr,5,2,0.06,Basic,56.53,5.0,Yoga,1
19037,73,F,fr,27,5,0.48,Basic,111.51,2.7,Aide à domicile,1
19038,69,F,it,30,6,0.33,Basic,105.35,2.9,Yoga,1
19039,68,H,fr,22,4,0.03,Standard,179.94,5.0,Informatique,1
19040,73,F,de,7,6,0.27,Basic,111.34,4.6,Yoga,1
19041,74,H,it,15,5,0.05,Basic,147.55,4.9,Yoga,1
19042,61,F,fr,26,5,0.35,Basic,136.25,4.7,Yoga,1
19043,63,F,fr,46,3,0.24,Basic,100.51,3.9,Yoga,1
19044,67,F,fr,4,1,0.22,Basic,125.73,4.5,Club Voyage,1
19045,68,F,fr,17,2,0.06,Standard,372.0,3.9,Club Voyage,1
19046,66,F,fr,2,5,0.02,Standard,194.89,5.0,Informatique,1
19047,70,F,de,1,3,0.17,Basic,75.36,4.5,Yoga,1
19048,72,F,fr,31,5,0.28,Standard,299.51,4.0,Informatique,1
19049,76,H,fr,14,6,0.15,Standard,337.13,5.0,Informatique,1
19050,70,F,fr,44,5,0.12,Basic,138.26,4.7,Yoga,1
19051,63,H,fr,15,7,0.11,Standard,152.76,3.7,Sport Senior,1
19052,67,F,fr,6,5,0.36,Basic,118.65,4.5,Sport Senior,1
19053,67,H,en,15,1,0.41,Standard,181.98,4.0,Club Voyage,1
19054,70,H,fr,19,1,0.09,Standard,231.9,4.4,Club Voyage,1
19055,69,F,en,1,2,0.28,Basic,58.45,4.0,Yoga,1
19056,78,F,fr,22,1,0.26,Basic,54.51,5.0,Aide à domicile,1
19057,65,F,fr,8,1,0.13,None,43.28,4.3,Aide à domicile,0
19058,69,H,fr,4,2,0.21,Standard,250.6,3.4,Club Voyage,1
19059,79,F,fr,9,5,0.12,Standard,217.81,4.9,Informatique,1
19060,65,F,fr,1,6,0.47,Standard,168.56,3.1,Yoga,1
19061,68,F,fr,4,4,0.36,Basic,101.41,4.2,Yoga,1
19062,63,F,fr,11,6,0.09,Basic,104.67,5.0,Sport Senior,1
19063,68,H,en,2,1,0.17,None,31.8,3.8,Sport Senior,0
19064,64,F,fr,25,4,0.18,Standard,176.44,4.2,Informatique,1
19065,73,H,fr,52,4,0.22,Basic,124.7,3.8,Jardinage,1
19066,68,H,fr,2,1,0.27,Basic,142.21,3.7,Club Voyage,1
19067,63,F,fr,16,5,0.14,Basic,88.24,3.4,Sport Senior,1
19068,72,H,fr,18,5,0.11,Standard,228.51,5.0,Aide à domicile,1
19069,68,H,it,7,5,0.51,Basic,94.65,3.2,Sport Senior,1
19070,72,F,fr,17,5,0.11,Standard,189.1,4.0,Aide à domicile,1
19071,62,F,fr,42,4,0.03,Basic,77.68,4.9,Sport Senior,1
19072,69,F,en,18,5,0.1,Standard,307.39,4.2,Informatique,1
19073,71,F,fr,21,2,0.08,Basic,61.42,4.8,Aide à domicile,1
19074,65,H,it,12,5,0.3,Standard,167.53,2.5,Informatique,1
19075,61,H,fr,26,4,0.05,Basic,79.83,4.1,Sport Senior,1
19076,67,F,fr,29,2,0.22,Standard,249.4,3.1,Club Voyage,1
19077,74,H,fr,4,6,0.2,Standard,355.93,4.1,Informatique,1
19078,73,H,fr,2,2,0.16,Basic,97.48,5.0,Jardinage,1
19079,65,F,fr,7,3,0.22,Standard,214.46,4.5,Informatique,1
19080,61,H,fr,5,7,0.19,Basic,87.41,4.5,Sport Senior,1
19081,65,H,fr,8,4,0.25,Basic,73.57,5.0,Sport Senior,1
19082,65,H,en,7,10,0.4,Standard,214.18,4.7,Portage repas,1
19083,70,H,it,3,5,0.01,Standard,188.82,4.7,Informatique,1
19084,67,H,fr,10,5,0.15,Basic,109.78,4.0,Sport Senior,1
19085,64,F,es,6,2,0.39,Standard,355.77,4.0,Club Voyage,1
19086,73,F,de,26,1,0.31,None,43.68,3.7,Aide à domicile,0
19087,68,F,fr,25,3,0.04,Basic,78.27,5.0,Yoga,1
19088,70,F,fr,8,3,0.03,Premium,443.91,3.9,Club Voyage,1
19089,60,F,fr,3,4,0.24,Basic,85.35,4.4,Sport Senior,1
19090,60,H,fr,21,2,0.05,Basic,71.77,5.0,Sport Senior,1
19091,60,H,fr,2,6,0.18,Standard,391.5,3.2,Informatique,1
19092,65,F,fr,6,10,0.07,Standard,236.9,4.9,Yoga,1
19093,70,H,de,5,10,0.22,Basic,104.51,4.7,Sport Senior,1
19094,60,F,fr,9,3,0.03,Standard,349.66,4.4,Club Voyage,1
19095,75,F,en,23,7,0.29,Standard,182.4,5.0,Yoga,1
19096,68,H,fr,1,3,0.08,Standard,152.14,5.0,Informatique,1
19097,74,F,fr,3,7,0.12,Standard,284.47,4.8,Aide à domicile,1
19098,63,F,fr,5,3,0.34,Basic,86.89,3.5,Yoga,1
19099,70,H,fr,82,2,0.28,Basic,115.19,5.0,Jardinage,1
19100,68,H,fr,5,1,0.14,Standard,170.43,3.9,Club Voyage,1
19101,72,H,fr,35,2,0.29,Basic,112.17,4.5,Jardinage,1
19102,66,H,fr,2,3,0.07,Standard,176.21,5.0,Informatique,1
19103,70,H,es,3,2,0.04,Standard,295.52,5.0,Club Voyage,1
19104,73,F,fr,3,2,0.31,Basic,76.96,4.3,Aide à domicile,1
19105,64,F,fr,3,2,0.27,Standard,326.49,5.0,Club Voyage,1
19106,69,F,fr,7,2,0.15,Basic,81.44,5.0,Informatique,1
19107,60,F,de,4,7,0.51,Basic,121.04,3.3,Sport Senior,1
19108,71,H,fr,12,3,0.05,Basic,89.75,3.4,Aide à domicile,1
19109,77,H,de,4,3,0.51,Basic,138.35,2.9,Aide à domicile,1
19110,61,F,en,12,3,0.09,Basic,107.98,4.3,Yoga,1
19111,67,H,fr,2,6,0.07,Basic,108.33,5.0,Sport Senior,1
19112,72,F,fr,2,5,0.2,Basic,119.98,3.8,Aide à domicile,1
19113,68,H,fr,9,2,0.1,Standard,343.97,5.0,Club Voyage,1
19114,68,F,fr,8,4,0.3,Standard,194.0,4.0,Informatique,1
19115,66,F,fr,41,5,0.16,Standard,288.11,4.7,Informatique,1
19116,65,F,fr,36,7,0.12,Standard,320.2,4.2,Informatique,1
19117,67,H,fr,5,2,0.2,Premium,478.58,4.5,Club Voyage,1
19118,68,F,fr,22,2,0.24,Premium,594.4,4.2,Club Voyage,1
19119,62,H,en,1,1,0.25,Standard,281.28,3.6,Club Voyage,1
19120,67,H,fr,21,2,0.35,None,46.58,3.8,Sport Senior,0
19121,75,F,it,8,4,0.31,Basic,87.78,4.2,Aide à domicile,1
19122,65,H,fr,15,3,0.28,Standard,170.73,4.2,Informatique,1
19123,61,F,en,9,3,0.25,Basic,66.88,4.4,Yoga,1
19124,67,F,fr,24,4,0.46,Basic,57.89,3.2,Sport Senior,1
19125,64,H,fr,9,2,0.33,Basic,59.84,4.1,Sport Senior,1
19126,61,F,en,5,1,0.25,Standard,271.05,5.0,Club Voyage,1
19127,68,H,en,33,6,0.34,Standard,388.13,4.5,Informatique,1
19128,64,F,fr,2,1,0.3,Standard,248.32,4.2,Club Voyage,1
19129,64,F,fr,8,6,0.23,Basic,100.66,3.8,Sport Senior,1
19130,68,H,en,2,2,0.32,Basic,63.95,3.4,Sport Senior,1
19131,60,F,fr,2,3,0.17,Basic,81.42,4.1,Yoga,1
19132,60,H,en,1,5,0.18,Basic,88.13,4.5,Sport Senior,1
19133,71,H,fr,4,2,0.23,Basic,103.65,5.0,Informatique,1
19134,60,F,fr,18,2,0.27,Premium,404.95,4.6,Club Voyage,1
19135,63,F,en,15,4,0.06,Standard,248.1,5.0,Informatique,1
